user_id,allergies,liked_tags,disliked_tags,prefers_light_food,sweet_tooth,coffee_addict,microwave_trust
1674,fish|peas,low_cal|rice|sour|sweet|tea|vegan,creamy|crispy|fiber|fried,1,1,0,1
1675,,coffee|fiber|fresh|fried|meat|spicy|vegetarian,beef|creamy|grilled|seafood_tag|smoky,1,0,1,1
1676,fish,compote|fresh|juice|meat|pasta|sour|spicy,boiled|bread|coffee|turkey,0,0,0,0
1677,,chicken|coffee|crispy|fiber|grilled|low_cal|pickled|rice|sour,baked|fried|seafood_tag|vegan,0,0,0,1
1678,,boiled|creamy|pickled|pork|rice|soda|sweet|vegan,baked|bread|juice|sour|spicy,0,0,0,0
1679,mayo,bread|grilled|low_cal|spicy|vegan|vegetarian,high_protein|meat|tea,0,0,0,0
1680,nuts,fiber|fried|juice|pickled|potato,creamy|pork|savory|spicy|tea|vegan,0,0,0,1
1681,egg,beef|boiled|fish_tag|fried|pasta|soda,fiber|pork|vegetarian,0,1,0,1
1682,,bread|coffee|creamy|high_protein|pork|smoky|soda,fried|pickled|sour|spicy|turkey,0,0,0,1
1683,citrus|egg,boiled|fiber|fried|high_protein|low_cal|meat|potato|seafood_tag|vegan,beef|juice|pork|savory|spicy|tea,0,0,0,0
1684,,baked|crispy|high_protein|smoky|soda|sour|tea|vegan,boiled|fried|potato|sweet,0,0,0,1
1685,,fresh|pork|savory|smoky|spicy|sweet,bread|chicken|fiber|juice|soda,0,1,1,1
1686,,baked|boiled|juice|savory|smoky|spicy|tea|vegan|vegetarian,fresh|fried|pasta|pickled|sweet,1,0,0,1
1687,,beef|coffee|fresh|low_cal|turkey|vegetarian,boiled|juice|pasta,0,0,1,0
1688,citrus,beef|creamy|fiber|pasta|smoky|turkey,baked|chicken|fried|meat|soda|sweet,0,1,0,1
1689,nuts,bread|fish_tag|fresh|grilled|high_protein|low_cal|meat|sweet,boiled|crispy|juice|sour|vegetarian,1,0,0,1
1690,dairy,baked|beef|boiled|fiber|juice|smoky|turkey,meat|sour|vegetarian,0,1,0,1
1691,,bread|chicken|coffee|creamy|fresh|smoky|soda|turkey,beef|fried|high_protein,0,0,1,0
1692,,beef|fish_tag|fried|high_protein|pork|potato|savory|smoky|turkey,baked|fresh|rice|seafood_tag,0,0,0,1
1693,,fresh|smoky|soda|tea|vegetarian,bread|juice|vegan,0,0,0,0
1694,nuts,beef|crispy|juice|meat|pickled|vegetarian,boiled|bread|coffee|creamy|potato|spicy,0,0,0,0
1695,,beef|creamy|high_protein|low_cal|spicy|sweet|vegetarian,pasta|savory|soda,1,1,0,1
1696,seafood,creamy|fried|grilled|low_cal|meat|pickled|potato|smoky|sweet,chicken|coffee|fresh|pasta,1,1,1,1
1697,seafood,bread|creamy|fried|sweet|tea|vegetarian,beef|high_protein|rice|savory|smoky|soda,1,1,0,0
1698,,beef|fish_tag|pickled|pork|vegan,boiled|fried|sour,1,1,0,0
1699,gluten,baked|boiled|bread|chicken|grilled|spicy|sweet,high_protein|meat|savory|vegetarian,0,1,1,0
1700,,bread|chicken|crispy|grilled|pasta|soda,baked|compote|fresh|low_cal|sweet,0,0,0,1
1701,,coffee|creamy|juice|potato|vegetarian,boiled|chicken|fiber|fish_tag|fresh|grilled,0,1,1,0
1702,citrus,chicken|meat|pasta|spicy|sweet,baked|crispy|fiber|fish_tag|fried|savory,0,1,1,1
1703,peas,coffee|fiber|high_protein|low_cal|sour|spicy|sweet|vegan,creamy|soda|vegetarian,1,0,0,0
1704,,bread|compote|creamy|grilled|low_cal|seafood_tag|spicy|turkey|vegetarian,baked|coffee|pickled|rice,0,0,0,0
1705,seafood,bread|high_protein|juice|pasta|pickled|rice|sweet|tea|turkey,boiled|fish_tag|fresh|low_cal,0,0,1,0
1706,,boiled|chicken|creamy|juice|seafood_tag,baked|beef|savory|tea,0,0,0,1
1707,,boiled|crispy|high_protein|pasta|smoky,chicken|compote|fresh|fried|pork|vegan,0,0,0,1
1708,,grilled|high_protein|meat|soda|tea,crispy|rice|seafood_tag|vegetarian,0,0,0,0
1709,,baked|creamy|fresh|low_cal|pickled|savory|sweet|vegan,compote|fish_tag|fried|tea|turkey,1,0,0,1
1710,citrus,boiled|compote|fish_tag|meat|pasta|soda|spicy|sweet,coffee|fresh|smoky,0,0,0,1
1711,egg,beef|boiled|coffee|low_cal|pickled|smoky|vegetarian,creamy|fresh|grilled|savory,0,0,0,1
1712,,boiled|coffee|potato|sweet|vegetarian,bread|fish_tag|high_protein|smoky|vegan,1,0,1,0
1713,,boiled|bread|crispy|fried|grilled|low_cal|rice|sour|vegetarian,fiber|fish_tag|pasta|pickled,0,0,0,1
1714,,fish_tag|low_cal|soda|vegan|vegetarian,beef|compote|pickled|spicy,1,1,0,1
1715,nuts,boiled|chicken|compote|fresh|meat|seafood_tag|smoky|soda|sweet,high_protein|juice|sour,0,1,0,1
1716,gluten,boiled|bread|coffee|high_protein|juice|pickled|savory|smoky|turkey,beef|grilled|low_cal|pork,0,0,0,0
1717,dairy,boiled|coffee|meat|smoky|vegan,crispy|high_protein|sour,0,0,1,1
1718,,baked|bread|crispy|fish_tag|grilled|potato|soda|turkey,meat|pickled|pork|rice|sour|vegan,0,0,0,0
1719,,creamy|crispy|low_cal|rice|spicy|tea|vegetarian,beef|chicken|compote|turkey|vegan,1,0,0,1
1720,nuts,coffee|fiber|pasta|pork|savory|turkey|vegan,high_protein|spicy|vegetarian,1,0,0,1
1721,,chicken|creamy|grilled|pickled|sweet,bread|compote|crispy|savory|smoky|vegetarian,0,1,0,1
1722,mayo,beef|bread|fish_tag|high_protein|vegan,baked|chicken|fresh|savory,0,0,0,0
1723,egg,beef|coffee|compote|pickled|rice|soda|sour|turkey,baked|creamy|fish_tag|fried|juice|vegan,0,1,0,0
1724,nuts,baked|bread|chicken|fiber|grilled|low_cal|rice|spicy|sweet,compote|fish_tag|savory|vegan,0,1,0,0
1725,egg,baked|coffee|fiber|high_protein|potato|savory|sweet|tea|vegetarian,beef|crispy|rice|vegan,0,1,1,1
1726,,compote|high_protein|meat|savory|vegan|vegetarian,fish_tag|fried|pork|spicy,1,0,0,1
1727,citrus|nuts,bread|creamy|pork|potato|sour|sweet,fried|grilled|seafood_tag|tea,0,0,0,0
1728,nuts|seafood,boiled|compote|creamy|fiber|seafood_tag|soda|spicy|turkey|vegan,baked|chicken|juice|meat|rice,1,0,0,1
1729,,chicken|coffee|fish_tag|low_cal|sour|spicy|tea,beef|boiled|crispy|pork,0,0,1,1
1730,,beef|boiled|fried|low_cal|potato,compote|juice|pickled|turkey,0,0,0,1
1731,,beef|boiled|chicken|creamy|juice|soda,fish_tag|grilled|pork|sour|spicy,1,1,0,1
1732,,fried|pork|seafood_tag|soda|sour|vegetarian,beef|boiled|savory|smoky|sweet,1,0,0,1
1733,,baked|beef|fiber|meat|pasta|smoky,boiled|fish_tag|fried|sweet,1,0,0,1
1734,gluten,beef|fresh|potato|seafood_tag|smoky,compote|creamy|fried|sweet,1,0,0,1
1735,,beef|coffee|juice|pasta|smoky|sour|sweet,fried|potato|savory|soda|turkey|vegan,0,0,0,1
1736,,chicken|fresh|high_protein|juice|low_cal|potato|rice|seafood_tag|turkey,boiled|grilled|pork|savory|sour,0,0,0,0
1737,,bread|high_protein|pasta|rice|seafood_tag,compote|grilled|savory,0,0,0,1
1738,chocolate,beef|crispy|fish_tag|fresh|meat|pork|potato|seafood_tag|sweet,chicken|fried|high_protein|rice|vegan,0,1,0,1
1739,,fiber|low_cal|pasta|pickled|potato|sweet|vegan|vegetarian,coffee|grilled|sour|tea,1,0,0,1
1740,,boiled|chicken|crispy|pasta|pickled|seafood_tag|smoky|soda|vegetarian,compote|fiber|grilled|juice|spicy,0,1,0,1
1741,chocolate,beef|boiled|fresh|potato|spicy,bread|juice|sour|vegan,0,0,1,1
1742,dairy|nuts,compote|fiber|fresh|high_protein|juice|savory|seafood_tag,low_cal|pasta|soda,1,1,0,1
1743,,boiled|bread|pickled|soda|sweet|vegetarian,baked|creamy|fried|low_cal|meat|rice,0,0,1,1
1744,,coffee|fiber|juice|rice|smoky|sweet|turkey,beef|fresh|low_cal|savory,0,0,0,0
1745,citrus|nuts|peas,beef|fiber|fried|savory|sour|sweet|turkey,high_protein|rice|smoky,0,0,0,0
1746,,chicken|coffee|crispy|savory|smoky|soda|sweet,boiled|bread|creamy|fish_tag|pickled,0,0,0,0
1747,nuts,baked|boiled|creamy|fiber|fried|pork|potato|soda|spicy,fresh|meat|pasta|savory|sweet|tea,0,0,0,1
1748,egg|gluten|peas,beef|compote|rice|sweet|tea,chicken|fish_tag|fresh|fried|vegetarian,0,1,0,1
1749,,coffee|compote|crispy|pork|potato,boiled|fresh|fried|rice,0,0,1,1
1750,nuts,boiled|coffee|fiber|fresh|low_cal|rice|spicy|turkey|vegan,baked|crispy|high_protein|meat|pickled|sour,1,0,0,0
1751,,beef|chicken|high_protein|low_cal|potato|spicy|tea,boiled|coffee|fish_tag|fresh|savory|soda,1,0,0,0
1752,citrus|dairy|seafood,boiled|creamy|fish_tag|pork|vegetarian,bread|compote|grilled|juice|seafood_tag|sweet,0,0,0,1
1753,gluten,compote|fresh|grilled|pasta|smoky|sweet|tea|turkey,creamy|crispy|fish_tag|potato|savory|spicy,0,1,0,1
1754,egg,chicken|fresh|juice|meat|potato|rice,bread|fiber|fried|grilled|tea,0,0,0,1
1755,,baked|bread|coffee|compote|fiber|meat|pasta,chicken|pickled|savory,1,1,1,0
1756,,beef|compote|fried|high_protein|juice|rice|soda|sour|spicy,meat|pork|potato|savory,0,0,0,0
1757,chocolate,creamy|high_protein|low_cal|pork|sweet|tea,boiled|rice|vegetarian,1,1,0,1
1758,gluten,baked|beef|chicken|rice|savory|smoky|spicy|sweet,creamy|fried|juice|potato,0,1,0,0
1759,gluten|peas,fiber|fresh|high_protein|juice|low_cal|soda|vegetarian,baked|boiled|coffee|sour|spicy|turkey,1,0,1,1
1760,,beef|chicken|fiber|fresh|grilled|pork|rice|sour|turkey,baked|smoky|tea|vegan,0,0,0,1
1761,,coffee|fiber|fish_tag|fresh|grilled|high_protein|juice|smoky|vegetarian,bread|low_cal|rice|sour,0,0,0,1
1762,,boiled|fiber|high_protein|pickled|pork|vegan,bread|chicken|coffee|compote|rice,1,0,0,0
1763,,baked|beef|coffee|pork|potato|seafood_tag|soda|sweet,chicken|grilled|smoky|spicy,0,1,1,1
1764,mayo,baked|fish_tag|fresh|grilled|smoky|vegan,fiber|pork|seafood_tag|turkey,1,0,0,1
1765,mayo,chicken|fresh|fried|meat|savory|soda|sweet|vegetarian,crispy|grilled|pasta|pork|potato|vegan,0,1,0,0
1766,gluten,fiber|grilled|pasta|seafood_tag|sweet,bread|soda|spicy|turkey,1,0,0,1
1767,seafood,bread|coffee|creamy|fresh|meat|pork,fiber|high_protein|seafood_tag|smoky,1,0,1,1
1768,dairy,coffee|compote|fiber|high_protein|soda|sour|tea|vegetarian,beef|crispy|fresh,0,0,1,1
1769,,fish_tag|grilled|potato|rice|seafood_tag,bread|creamy|crispy|juice|pickled|vegetarian,0,0,1,0
1770,,bread|coffee|creamy|fiber|low_cal|savory|seafood_tag|sour,compote|fish_tag|rice|smoky|sweet,1,0,0,1
1771,,boiled|compote|high_protein|low_cal|pasta|smoky|spicy|sweet,creamy|crispy|fiber|fried|juice|savory,1,0,0,1
1772,,beef|rice|savory|smoky|sour,chicken|compote|crispy|grilled,0,0,0,0
1773,,beef|coffee|high_protein|low_cal|vegan,boiled|crispy|rice|savory|soda,1,0,1,1
1774,mayo,baked|beef|chicken|turkey|vegetarian,crispy|potato|rice|savory,0,0,0,0
1775,,chicken|creamy|fried|spicy|sweet|tea,crispy|pasta|savory|sour,0,1,0,1
1776,,beef|fiber|fish_tag|pickled|pork|turkey,creamy|grilled|pasta|potato|savory|vegan,0,0,0,0
1777,,boiled|compote|creamy|fish_tag|fresh|high_protein|low_cal|smoky,baked|fried|juice|spicy|turkey,1,0,0,0
1778,,beef|creamy|high_protein|meat|pork|rice|spicy|tea|turkey,baked|fried|pasta,1,0,1,1
1779,,fiber|fried|pickled|sweet|vegetarian,baked|boiled|bread|sour,0,1,0,0
1780,chocolate|gluten,crispy|fresh|grilled|juice|sour|sweet|vegetarian,baked|creamy|meat|pickled|pork,0,1,0,0
1781,mayo,bread|chicken|coffee|compote|grilled|savory|seafood_tag|spicy|tea,fresh|rice|smoky|soda|sweet|turkey,1,0,1,1
1782,chocolate|citrus,boiled|fresh|fried|juice|low_cal|savory|vegan,fiber|pickled|rice|turkey,1,0,0,1
1783,,beef|fiber|fresh|potato|savory,high_protein|pasta|vegan,1,0,0,0
1784,,fiber|fresh|fried|meat|pork|savory|sweet,soda|tea|turkey,0,0,1,0
1785,,baked|coffee|crispy|fried|high_protein|soda|sour,bread|grilled|tea,0,0,1,1
1786,,coffee|creamy|fiber|high_protein|soda,crispy|fried|pickled|savory,0,0,1,1
1787,,baked|boiled|bread|fiber|fish_tag|fresh|spicy|tea,crispy|grilled|low_cal|pork|potato|savory,0,0,1,0
1788,mayo,boiled|chicken|coffee|crispy|fiber|grilled|rice|seafood_tag|sweet,fried|juice|soda|sour|vegan,1,1,1,0
1789,chocolate,coffee|grilled|meat|pork|sour|vegetarian,boiled|pickled|savory,0,0,0,0
1790,,crispy|savory|smoky|sweet|tea|vegetarian,compote|high_protein|rice,1,0,0,1
1791,,baked|boiled|chicken|compote|fresh|high_protein|juice|pasta|vegan,coffee|fried|sour,1,0,0,0
1792,,bread|crispy|low_cal|potato|smoky,fried|meat|savory|soda|vegan,0,0,0,0
1793,,chicken|creamy|fresh|low_cal|pork|soda|vegetarian,bread|potato|sour,0,0,0,1
1794,chocolate,creamy|crispy|fiber|fresh|grilled|juice|potato|turkey|vegetarian,boiled|chicken|compote|pasta|rice|sour,1,0,0,1
1795,citrus,creamy|crispy|grilled|pasta|tea,potato|smoky|sour|turkey,0,0,0,1
1796,,bread|fresh|pickled|spicy|tea,fiber|grilled|vegetarian,0,1,0,1
1797,,baked|boiled|coffee|fish_tag|high_protein|meat|pasta|spicy|sweet,bread|fried|tea|vegetarian,0,0,0,1
1798,,pickled|pork|smoky|sweet|tea|turkey|vegetarian,boiled|bread|coffee|pasta,0,1,0,0
1799,chocolate,coffee|creamy|fresh|grilled|pickled|smoky|turkey,chicken|fried|high_protein|low_cal|meat|vegan,0,0,0,1
1800,citrus,boiled|compote|fiber|fried|savory|soda|spicy|sweet|vegetarian,baked|seafood_tag|smoky|turkey,0,1,0,0
1801,,bread|chicken|fiber|high_protein|juice|pork|rice|sweet,pickled|potato|savory,0,0,0,1
1802,,chicken|fish_tag|grilled|seafood_tag|sour|turkey|vegetarian,juice|pickled|pork|potato|smoky|spicy,0,0,0,0
1803,,baked|beef|coffee|creamy|fresh|rice|smoky|tea|vegetarian,chicken|crispy|juice|low_cal|meat|pasta,0,0,0,1
1804,,coffee|fish_tag|juice|low_cal|turkey,compote|fresh|fried|smoky|soda,1,0,1,1
1805,,boiled|juice|low_cal|pork|savory|spicy|sweet,bread|fresh|pasta|potato|sour,1,1,0,1
1806,,baked|coffee|crispy|fish_tag|potato|sour|sweet,fiber|juice|meat|turkey,0,0,1,0
1807,,beef|chicken|juice|pork|vegetarian,fried|pasta|rice|sweet|tea|turkey,0,0,0,0
1808,,fried|low_cal|pork|rice|savory|soda|spicy|tea,compote|potato|seafood_tag|vegetarian,1,0,0,1
1809,egg|fish,baked|bread|coffee|fiber|fried|low_cal|pasta|potato|spicy,boiled|compote|pork|rice|smoky,1,0,1,0
1810,egg,coffee|compote|fiber|fresh|high_protein|pasta|pickled|pork|vegan,creamy|grilled|meat,1,0,0,0
1811,,beef|coffee|fresh|soda|sweet,chicken|compote|fried|meat|pickled|savory,0,0,0,0
1812,gluten,baked|meat|pork|potato|soda|sweet,chicken|low_cal|spicy|tea|vegetarian,0,0,0,0
1813,citrus,baked|boiled|fiber|fried|juice|pasta|potato|sour|vegan,grilled|meat|turkey,1,0,1,0
1814,,beef|boiled|coffee|meat|rice|savory|soda|sweet|vegetarian,chicken|creamy|crispy|smoky,0,0,1,0
1815,egg,baked|beef|bread|fresh|high_protein|pickled|pork|savory|turkey,chicken|fiber|fish_tag|meat|potato|sour,1,0,0,0
1816,,compote|pasta|pork|sweet|tea|vegan,chicken|fried|potato|spicy,0,1,1,1
1817,,compote|fresh|high_protein|pork|seafood_tag|vegan,fish_tag|rice|sour|turkey,1,0,0,0
1818,chocolate,beef|chicken|compote|juice|meat|potato|vegan,crispy|high_protein|pasta|smoky,1,0,0,0
1819,gluten,beef|compote|fish_tag|juice|pork|savory|smoky|sour|vegan,boiled|chicken|crispy|spicy,0,0,0,0
1820,,bread|coffee|crispy|fish_tag|juice|seafood_tag|soda|sweet,boiled|creamy|pickled|vegetarian,0,1,1,1
1821,,high_protein|low_cal|pork|savory|seafood_tag,beef|chicken|fiber|soda|tea|vegan,0,0,1,0
1822,,beef|compote|fish_tag|juice|pickled|savory|seafood_tag|soda|vegan,baked|crispy|pasta,0,0,1,0
1823,citrus|seafood,chicken|fried|high_protein|low_cal|meat|pork|spicy,beef|coffee|compote|crispy|fresh|smoky,0,1,0,1
1824,chocolate|peas,chicken|compote|fresh|low_cal|meat|soda|turkey,juice|pork|tea,1,0,0,1
1825,,chicken|crispy|juice|pasta|potato|vegetarian,fish_tag|pork|rice|savory|sweet|turkey,1,0,0,1
1826,,bread|high_protein|rice|sour|turkey,fish_tag|grilled|low_cal|sweet,1,1,0,1
1827,seafood,creamy|meat|potato|rice|soda|spicy|sweet|tea|turkey,baked|boiled|coffee|crispy|fried|seafood_tag,0,1,0,0
1828,,boiled|coffee|fiber|pickled|spicy|vegetarian,compote|creamy|low_cal|pasta|seafood_tag,1,1,1,1
1829,,bread|chicken|compote|pasta|savory|soda|sour,creamy|fiber|low_cal|vegan,1,0,1,1
1830,,bread|pasta|pork|savory|soda|vegan,grilled|meat|smoky,0,0,1,1
1831,,beef|boiled|chicken|high_protein|pasta|pork|rice|seafood_tag|smoky,creamy|crispy|fiber|meat|savory|vegetarian,0,0,0,1
1832,,beef|boiled|fiber|high_protein|rice|savory|seafood_tag|sour|vegan,bread|pasta|spicy|vegetarian,0,0,0,1
1833,,beef|bread|compote|fresh|fried|high_protein|pickled|seafood_tag,boiled|creamy|rice|spicy|vegetarian,0,1,1,1
1834,nuts|seafood,coffee|low_cal|potato|rice|soda|spicy|sweet|tea,chicken|crispy|grilled|pasta|pickled|seafood_tag,0,0,1,1
1835,,bread|chicken|fiber|juice|meat|rice|seafood_tag|smoky|turkey,creamy|fish_tag|fresh|low_cal,0,0,1,1
1836,,bread|crispy|juice|low_cal|savory|soda|spicy,boiled|fresh|high_protein|pasta|tea,1,0,0,1
1837,dairy|fish,crispy|juice|rice|smoky|vegetarian,fish_tag|fried|seafood_tag|sweet,0,0,0,0
1838,,boiled|coffee|creamy|fresh|juice|pork|spicy,fiber|fried|meat|rice|savory,0,0,0,0
1839,mayo,boiled|fiber|fried|grilled|high_protein|savory|soda|sour|tea,baked|coffee|crispy|pasta|sweet,1,0,0,0
1840,,beef|creamy|crispy|grilled|pickled|potato|smoky|vegan,boiled|fiber|pork,1,1,0,0
1841,,beef|coffee|fish_tag|juice|tea|turkey,boiled|low_cal|pork|potato|sweet|vegetarian,0,0,1,1
1842,seafood,baked|beef|coffee|juice|pasta|pickled|potato|spicy|vegan,boiled|soda|sour,1,0,0,1
1843,,boiled|chicken|crispy|pasta|spicy|turkey|vegetarian,bread|fresh|fried|juice|potato|tea,0,0,0,1
1844,peas,baked|smoky|soda|spicy|sweet|turkey|vegan,chicken|pasta|pickled|sour,0,1,0,1
1845,,baked|bread|fish_tag|soda|vegetarian,beef|boiled|fresh|meat|pickled|seafood_tag,0,0,0,0
1846,,baked|beef|coffee|creamy|fresh|sour|sweet,bread|chicken|compote|pickled,0,1,1,1
1847,seafood,grilled|potato|spicy|sweet|turkey,bread|fiber|seafood_tag|soda,0,0,0,1
1848,,grilled|potato|spicy|tea|vegan,boiled|fish_tag|fresh|fried|turkey,1,0,0,1
1849,,bread|compote|grilled|high_protein|juice|soda|sweet|vegan,fiber|fresh|seafood_tag,0,1,0,1
1850,peas,baked|beef|bread|pasta|soda|tea|turkey|vegan|vegetarian,boiled|compote|creamy|fish_tag|low_cal|potato,1,0,0,1
1851,mayo,coffee|creamy|juice|low_cal|turkey,rice|sour|sweet,0,0,0,1
1852,,coffee|crispy|fresh|grilled|juice|sweet|vegan,bread|fried|high_protein|low_cal|pasta|sour,1,0,1,1
1853,fish,fresh|juice|pasta|tea|turkey|vegetarian,compote|crispy|fried|sweet,0,0,1,1
1854,egg,fish_tag|grilled|pickled|pork|potato|seafood_tag,crispy|fresh|fried|rice|smoky|sour,0,0,0,1
1855,,boiled|bread|compote|grilled|juice|meat|rice|spicy|vegan,baked|creamy|fiber|sweet,0,0,0,1
1856,,coffee|fresh|grilled|pasta|savory|sour|tea|vegetarian,beef|crispy|fiber|fried|high_protein|meat,1,1,0,0
1857,,creamy|fresh|meat|sour|vegan,coffee|fried|seafood_tag|tea|turkey,1,0,0,1
1858,,baked|beef|fiber|fresh|savory|spicy|sweet|vegan|vegetarian,creamy|sour|tea,1,1,0,1
1859,,coffee|creamy|fresh|grilled|low_cal|tea|turkey|vegan,juice|pasta|potato|rice|vegetarian,1,1,0,1
1860,mayo,compote|fiber|fresh|meat|pasta|pickled|rice|seafood_tag|sour,baked|beef|coffee|smoky,0,0,0,0
1861,,baked|beef|bread|crispy|savory|tea|turkey|vegan|vegetarian,compote|fiber|fried|low_cal|pork,0,0,0,1
1862,,creamy|fiber|fish_tag|fried|grilled,seafood_tag|smoky|sweet,1,0,0,0
1863,,bread|coffee|fish_tag|high_protein|meat|sweet,compote|pasta|rice|smoky|sour|vegan,1,0,0,0
1864,gluten,boiled|compote|grilled|low_cal|sweet|tea,beef|chicken|fiber|fresh|pasta|vegetarian,0,0,0,1
1865,dairy|seafood,baked|beef|crispy|fresh|grilled|pickled|potato|sweet|turkey,coffee|creamy|fried|smoky|soda|spicy,0,1,0,1
1866,,chicken|creamy|fresh|grilled|potato|sour|sweet,coffee|juice|rice|soda|turkey|vegan,0,0,0,1
1867,,chicken|fish_tag|fresh|meat|sour,fiber|grilled|smoky|vegetarian,0,0,1,1
1868,,boiled|low_cal|pickled|tea|vegetarian,high_protein|juice|sour|vegan,1,0,0,1
1869,,baked|boiled|bread|compote|creamy|turkey,fish_tag|fresh|low_cal|pickled|rice|vegan,0,0,0,1
1870,,crispy|rice|seafood_tag|soda|sweet,bread|fiber|spicy|vegetarian,0,0,1,0
1871,,fresh|fried|low_cal|seafood_tag|soda|sour|vegetarian,compote|pork|vegan,1,1,0,1
1872,mayo|nuts,baked|chicken|fish_tag|juice|pasta|rice|smoky,bread|meat|vegetarian,0,0,0,1
1873,,baked|boiled|coffee|fiber|fresh|meat|pork|turkey|vegetarian,beef|bread|crispy|sour,0,1,0,1
1874,,baked|bread|compote|fiber|high_protein|pickled|potato|tea|turkey,coffee|crispy|juice|low_cal|seafood_tag,0,0,0,1
1875,egg,coffee|fish_tag|fresh|juice|pickled|potato|rice|vegan,chicken|fiber|fried|soda,1,0,1,0
1876,,coffee|fish_tag|fried|high_protein|sour,boiled|creamy|grilled|smoky,0,0,1,0
1877,dairy|egg|seafood,boiled|crispy|pork|smoky|soda|sour|turkey,coffee|grilled|spicy,0,0,0,0
1878,,compote|crispy|high_protein|juice|pasta|smoky|sour|sweet,baked|rice|spicy|turkey,0,0,1,0
1879,mayo,bread|crispy|fish_tag|grilled|high_protein|meat|pickled|smoky|vegetarian,fried|juice|potato,1,0,0,1
1880,,boiled|compote|fiber|rice|soda|spicy|sweet|tea|vegan,fresh|juice|low_cal|pork|savory|smoky,1,0,1,1
1881,,beef|coffee|fish_tag|juice|potato|tea,bread|fiber|fresh|grilled|seafood_tag|turkey,0,0,1,1
1882,fish|gluten,crispy|fried|grilled|sour|sweet,pork|potato|rice,0,1,0,0
1883,dairy|egg,beef|bread|chicken|fiber|fish_tag|fresh|low_cal|sweet,compote|meat|pickled|rice|tea|vegan,0,0,0,1
1884,mayo|nuts,coffee|fish_tag|grilled|pork|rice|seafood_tag|sour|tea,baked|chicken|high_protein|pickled|sweet|turkey,1,0,1,0
1885,,chicken|coffee|compote|fiber|grilled|sour|tea,baked|bread|juice|low_cal|meat,0,0,1,1
1886,peas,coffee|fresh|grilled|low_cal|vegan,fried|pork|sweet|turkey,1,0,0,1
1887,,baked|compote|fresh|sour|sweet,coffee|pickled|rice|savory,1,0,0,1
1888,,coffee|creamy|fish_tag|fresh|low_cal|pasta|smoky|soda|vegan,bread|pork|potato|rice|savory|vegetarian,1,0,1,1
1889,,coffee|juice|savory|sour|spicy|turkey,beef|chicken|pork|vegan,1,0,1,1
1890,,coffee|grilled|juice|low_cal|rice,high_protein|meat|spicy,1,0,0,1
1891,,chicken|coffee|creamy|crispy|pickled|savory|seafood_tag|sweet|vegetarian,fresh|pork|potato|vegan,0,1,0,1
1892,seafood,baked|bread|compote|meat|pork|potato|smoky|sour|spicy,chicken|fiber|savory,0,1,0,1
1893,,high_protein|pasta|potato|seafood_tag|turkey,chicken|coffee|pickled,0,0,0,1
1894,,beef|chicken|fresh|fried|high_protein|rice|savory,baked|pork|soda|spicy,0,1,1,1
1895,,baked|coffee|fresh|low_cal|smoky|spicy|sweet,fish_tag|grilled|pork,1,0,1,0
1896,,creamy|low_cal|pork|soda|vegetarian,baked|fiber|rice|savory|smoky|sour,1,0,0,1
1897,seafood,baked|fish_tag|juice|pasta|pickled|tea,chicken|meat|potato|savory|spicy,0,1,1,1
1898,,bread|fiber|high_protein|pork|sour|tea,chicken|fresh|grilled|pasta|vegan,0,1,0,1
1899,,compote|crispy|fried|grilled|meat|soda|sour,baked|fiber|fresh|pork,0,0,0,1
1900,nuts,beef|coffee|high_protein|juice|pickled|potato,creamy|crispy|fish_tag|fried|savory|tea,0,0,1,1
1901,citrus,baked|fish_tag|soda|spicy|sweet,crispy|fresh|meat,0,0,1,0
1902,citrus,fiber|pasta|potato|rice|spicy|tea,baked|coffee|compote|crispy|pork|smoky,1,0,0,0
1903,,beef|compote|fiber|grilled|high_protein|juice|low_cal|spicy|turkey,meat|sweet|vegan,0,0,0,0
1904,egg,compote|crispy|fish_tag|juice|potato|sour|turkey,baked|beef|fresh|rice|tea|vegetarian,0,0,0,1
1905,,chicken|compote|crispy|fresh|seafood_tag|smoky|spicy|turkey|vegetarian,coffee|high_protein|potato|sour|sweet|vegan,0,0,0,1
1906,citrus|fish,chicken|high_protein|savory|smoky|sour|sweet,beef|fried|pickled,0,0,1,0
1907,,baked|boiled|low_cal|sweet|vegetarian,compote|fiber|high_protein|smoky,1,0,0,1
1908,,bread|coffee|compote|fried|potato|savory|smoky|sweet,chicken|juice|vegan,0,0,1,1
1909,,beef|coffee|high_protein|low_cal|potato|sweet|tea,chicken|juice|soda|spicy,1,0,1,0
1910,gluten,baked|beef|bread|chicken|crispy|fried|pork|smoky|sweet,coffee|high_protein|turkey,0,0,0,1
1911,,beef|boiled|coffee|crispy|fresh|fried|high_protein|sour|turkey,pork|soda|tea|vegan,0,0,1,1
1912,,bread|creamy|grilled|pickled|rice|smoky|sweet,beef|coffee|high_protein|pasta,0,0,0,1
1913,,boiled|fresh|low_cal|savory|sweet|vegetarian,compote|pickled|potato|smoky|vegan,1,0,0,0
1914,mayo|nuts,fiber|juice|pork|sour|vegetarian,chicken|compote|creamy|fresh|high_protein|vegan,1,0,0,1
1915,,creamy|pickled|savory|spicy|tea|vegetarian,compote|crispy|grilled|low_cal,0,0,1,0
1916,,bread|juice|low_cal|pickled|pork|potato|rice,boiled|coffee|fish_tag,0,1,0,0
